Student_ID,Class,Age,Gender,Income,Caste,Parents_Edu,Parents_Occ,HH_Size,First_Gen,Electricity,Internet,Distance_km,Transport,Total_Days,Days_Present,Attendance_%,Monthly_Avg_Att,Prev_%,Midday,Scholarship,Tuition
MR00844,10,15,Male,6000,ST,Primary,Driver,6,Yes,No,Yes,3,Yes,220,185,84.1,84,56,Yes,Yes,No
MR00845,9,14,Female,5000,SC,Graduate,Farmer,4,No,Yes,Yes,1,Yes,220,144,65.5,65,42,Yes,No,No
MR00846,10,15,Male,18000,OBC,Secondary,Driver,8,Yes,No,Yes,3,Yes,220,203,92.3,92,73,Yes,Yes,Yes
MR00847,8,13,Female,12000,ST,Primary,Driver,6,Yes,Yes,Yes,1,Yes,220,203,92.3,92,66,Yes,No,Yes
MR00848,6,11,Female,12000,General,Graduate,Clerk,6,No,Yes,No,4,Yes,220,207,94.1,94,69,Yes,Yes,No
MR00849,10,15,Female,6000,ST,Secondary,Clerk,4,Yes,Yes,Yes,7,Yes,220,203,92.3,92,58,Yes,Yes,Yes
MR00850,9,14,Male,7000,OBC,None,Driver,8,No,No,Yes,2,Yes,220,167,75.9,75,53,Yes,Yes,Yes
MR00851,6,11,Female,8000,OBC,Secondary,Farmer,4,Yes,Yes,Yes,1,Yes,220,134,60.9,60,53,Yes,No,Yes
MR00852,9,14,Male,6000,SC,None,Driver,8,Yes,No,No,7,Yes,220,178,80.9,80,67,Yes,No,No
MR00853,10,15,Male,12000,ST,Secondary,Labourer,6,Yes,No,No,1,Yes,220,145,65.9,65,56,Yes,No,No
MR00854,7,12,Female,7000,General,None,Shopkeeper,7,No,No,Yes,1,Yes,220,189,85.9,85,67,Yes,Yes,Yes
MR00855,6,11,Male,6000,SC,Graduate,Labourer,6,No,No,No,3,Yes,220,179,81.4,81,45,Yes,Yes,Yes
MR00856,10,15,Female,18000,ST,Graduate,Clerk,6,Yes,No,Yes,2,Yes,220,193,87.7,87,68,Yes,Yes,Yes
MR00857,8,13,Male,8000,ST,Graduate,Clerk,5,No,Yes,No,3,Yes,220,167,75.9,75,74,Yes,Yes,No
MR00858,9,14,Male,6000,ST,Primary,Driver,7,No,No,Yes,6,Yes,220,145,65.9,65,73,Yes,Yes,Yes
MR00859,7,12,Male,6000,General,Graduate,Clerk,8,No,No,No,7,No,220,159,72.3,72,49,Yes,Yes,No
MR00860,7,12,Male,6000,SC,Secondary,Labourer,5,No,No,No,5,No,220,205,93.2,93,41,Yes,Yes,No
MR00861,6,11,Male,7000,SC,Secondary,Shopkeeper,8,Yes,Yes,Yes,3,Yes,220,187,85,85,42,Yes,Yes,No
MR00862,6,11,Female,7000,OBC,Primary,Farmer,4,No,Yes,No,5,Yes,220,174,79.1,79,69,Yes,No,Yes
MR00863,8,13,Female,8000,OBC,Graduate,Driver,8,Yes,No,No,7,No,220,164,74.5,74,43,Yes,Yes,No
MR00864,10,15,Female,12000,SC,Secondary,Farmer,4,Yes,No,No,5,No,220,145,65.9,65,59,Yes,No,No
MR00865,8,13,Male,8000,ST,Secondary,Driver,4,No,No,Yes,2,Yes,220,179,81.4,81,72,Yes,No,No
MR00866,9,14,Male,18000,General,Graduate,Driver,6,Yes,Yes,Yes,4,Yes,220,134,60.9,60,42,Yes,No,No
MR00867,8,13,Male,6000,ST,Primary,Labourer,5,No,No,No,3,Yes,220,134,60.9,60,45,Yes,Yes,Yes
MR00868,9,14,Female,18000,ST,Graduate,Clerk,6,Yes,No,Yes,7,No,220,186,84.5,84,64,Yes,No,No
MR00869,8,13,Female,5000,ST,Graduate,Driver,4,Yes,No,No,6,Yes,220,185,84.1,84,74,Yes,Yes,Yes
MR00870,10,15,Male,8000,SC,None,Driver,8,No,Yes,No,1,Yes,220,125,56.8,56,72,Yes,No,No
MR00871,9,14,Female,5000,SC,Graduate,Labourer,4,Yes,No,No,4,No,220,170,77.3,77,57,Yes,No,No
MR00872,7,12,Female,18000,ST,Graduate,Clerk,5,No,Yes,Yes,5,Yes,220,159,72.3,72,61,Yes,Yes,No
MR00873,9,14,Male,8000,General,None,Labourer,6,Yes,No,Yes,6,Yes,220,127,57.7,57,40,Yes,No,Yes
MR00874,6,11,Male,6000,OBC,None,Shopkeeper,8,No,Yes,Yes,6,No,220,131,59.5,59,45,Yes,Yes,Yes
MR00875,9,14,Female,18000,ST,Primary,Driver,6,No,No,No,7,No,220,188,85.5,85,52,Yes,Yes,Yes
MR00876,7,12,Female,12000,OBC,Secondary,Shopkeeper,4,No,No,Yes,4,No,220,163,74.1,74,57,Yes,Yes,Yes
MR00877,7,12,Male,5000,OBC,Primary,Farmer,5,No,Yes,No,7,No,220,139,63.2,63,69,Yes,No,Yes
MR00878,10,15,Female,8000,OBC,Primary,Shopkeeper,7,Yes,Yes,No,2,Yes,220,140,63.6,63,43,Yes,Yes,No
MR00879,7,12,Male,15000,General,Secondary,Farmer,8,Yes,Yes,Yes,6,No,220,196,89.1,89,45,Yes,No,Yes
MR00880,6,11,Male,12000,OBC,Secondary,Driver,5,Yes,Yes,Yes,5,No,220,143,65,65,42,Yes,Yes,Yes
MR00881,6,11,Male,15000,OBC,Secondary,Shopkeeper,4,No,Yes,Yes,2,Yes,220,190,86.4,86,59,Yes,Yes,Yes
MR00882,9,14,Male,7000,SC,Graduate,Shopkeeper,4,Yes,Yes,No,3,Yes,220,206,93.6,93,50,Yes,No,Yes
MR00883,6,11,Male,7000,ST,Primary,Clerk,6,Yes,Yes,Yes,1,Yes,220,207,94.1,94,40,Yes,No,No
MR00884,7,12,Male,6000,ST,None,Shopkeeper,5,No,No,Yes,2,Yes,220,155,70.5,70,50,Yes,No,Yes
MR00885,9,14,Male,8000,General,Secondary,Clerk,8,Yes,No,No,1,Yes,220,185,84.1,84,58,Yes,No,Yes
MR00886,9,14,Female,12000,ST,None,Clerk,7,Yes,No,No,2,Yes,220,208,94.5,94,62,Yes,No,Yes
MR00887,10,15,Male,5000,OBC,Primary,Clerk,6,No,No,Yes,2,Yes,220,205,93.2,93,74,Yes,Yes,No
MR00888,9,14,Female,18000,SC,Secondary,Driver,5,Yes,No,No,3,Yes,220,169,76.8,76,55,Yes,No,No
MR00889,10,15,Male,5000,ST,Primary,Labourer,4,Yes,Yes,No,3,Yes,220,186,84.5,84,75,Yes,Yes,No
MR00890,10,15,Female,6000,SC,Primary,Clerk,6,No,No,Yes,1,Yes,220,177,80.5,80,61,Yes,Yes,No
MR00891,10,15,Female,12000,General,None,Labourer,6,No,Yes,Yes,2,Yes,220,144,65.5,65,65,Yes,No,Yes
MR00892,8,13,Female,7000,ST,None,Shopkeeper,8,Yes,No,Yes,7,No,220,151,68.6,68,67,Yes,Yes,No
MR00893,10,15,Male,12000,General,None,Clerk,6,Yes,No,No,4,No,220,149,67.7,67,47,Yes,Yes,Yes
MR00894,10,15,Female,18000,ST,Primary,Clerk,7,No,No,Yes,6,No,220,191,86.8,86,67,Yes,Yes,No
MR00895,6,11,Male,15000,OBC,None,Clerk,6,No,Yes,No,2,Yes,220,178,80.9,80,57,Yes,Yes,Yes
MR00896,7,12,Male,8000,ST,Graduate,Driver,5,Yes,Yes,Yes,7,Yes,220,162,73.6,73,62,Yes,No,Yes
MR00897,9,14,Male,8000,OBC,Primary,Shopkeeper,7,Yes,Yes,Yes,3,Yes,220,133,60.5,60,49,Yes,Yes,Yes
MR00898,9,14,Female,5000,General,Graduate,Farmer,7,No,Yes,Yes,5,No,220,153,69.5,69,71,Yes,Yes,Yes
MR00899,7,12,Female,6000,General,Graduate,Clerk,5,Yes,No,No,2,Yes,220,197,89.5,89,46,Yes,Yes,No
MR00900,10,15,Male,18000,ST,Graduate,Driver,6,Yes,Yes,No,4,No,220,196,89.1,89,72,Yes,No,No
MR00901,7,12,Female,5000,OBC,None,Driver,5,No,No,Yes,3,Yes,220,182,82.7,82,58,Yes,Yes,No
MR00902,10,15,Female,7000,OBC,Secondary,Shopkeeper,7,No,Yes,No,4,No,220,141,64.1,64,55,Yes,No,No
MR00903,9,14,Male,12000,SC,Primary,Clerk,8,Yes,Yes,Yes,4,Yes,220,167,75.9,75,71,Yes,Yes,No
MR00904,7,12,Female,8000,General,None,Driver,5,Yes,No,No,2,Yes,220,194,88.2,88,53,Yes,No,Yes
MR00905,9,14,Male,15000,OBC,Graduate,Shopkeeper,8,No,No,Yes,6,Yes,220,140,63.6,63,57,Yes,Yes,Yes
MR00906,6,11,Male,7000,OBC,Secondary,Shopkeeper,8,No,Yes,No,3,Yes,220,172,78.2,78,42,Yes,Yes,Yes
MR00907,9,14,Female,5000,ST,Graduate,Labourer,7,No,Yes,Yes,3,Yes,220,151,68.6,68,58,Yes,Yes,No
MR00908,7,12,Female,12000,ST,Primary,Shopkeeper,4,Yes,No,Yes,4,No,220,209,95,95,62,Yes,No,No
MR00909,7,12,Female,6000,OBC,Primary,Clerk,7,No,Yes,No,5,Yes,220,131,59.5,59,49,Yes,No,No
MR00910,6,11,Female,6000,OBC,Secondary,Labourer,5,Yes,No,Yes,5,Yes,220,198,90,90,56,Yes,No,No
MR00911,8,13,Female,18000,SC,Graduate,Clerk,4,Yes,No,No,5,No,220,136,61.8,61,75,Yes,Yes,No
MR00912,7,12,Female,12000,SC,None,Shopkeeper,4,No,Yes,Yes,7,Yes,220,126,57.3,57,68,Yes,Yes,No
MR00913,9,14,Male,7000,OBC,Secondary,Clerk,7,No,No,No,1,Yes,220,201,91.4,91,41,Yes,No,No
MR00914,6,11,Male,6000,ST,None,Shopkeeper,6,Yes,Yes,No,4,No,220,194,88.2,88,64,Yes,No,No
MR00915,7,12,Female,18000,SC,Graduate,Farmer,4,No,No,Yes,1,Yes,220,169,76.8,76,47,Yes,No,Yes
MR00916,10,15,Male,15000,OBC,Primary,Shopkeeper,6,No,No,No,2,Yes,220,165,75,75,50,Yes,Yes,Yes
MR00917,8,13,Female,8000,SC,Primary,Driver,6,Yes,Yes,No,1,Yes,220,162,73.6,73,59,Yes,Yes,No
MR00918,7,12,Male,15000,OBC,Primary,Clerk,8,Yes,No,Yes,4,Yes,220,192,87.3,87,40,Yes,No,No
MR00919,10,15,Male,18000,OBC,None,Shopkeeper,8,Yes,Yes,No,4,Yes,220,137,62.3,62,68,Yes,Yes,Yes
MR00920,9,14,Male,5000,OBC,Secondary,Labourer,7,No,No,Yes,3,Yes,220,135,61.4,61,59,Yes,Yes,No
MR00921,6,11,Female,6000,ST,None,Farmer,6,Yes,Yes,No,4,No,220,143,65,65,46,Yes,Yes,Yes
MR00922,9,14,Male,8000,General,None,Farmer,6,No,Yes,Yes,2,Yes,220,152,69.1,69,50,Yes,No,Yes
MR00923,9,14,Male,6000,OBC,Graduate,Shopkeeper,7,Yes,Yes,No,4,Yes,220,144,65.5,65,61,Yes,Yes,No
MR00924,7,12,Female,5000,OBC,None,Driver,8,Yes,No,No,6,No,220,147,66.8,66,74,Yes,No,Yes
MR00925,8,13,Male,15000,OBC,None,Labourer,8,Yes,Yes,Yes,7,No,220,205,93.2,93,51,Yes,No,No
MR00926,7,12,Female,7000,OBC,Primary,Shopkeeper,5,No,Yes,Yes,7,No,220,207,94.1,94,75,Yes,No,No
MR00927,9,14,Female,5000,SC,Graduate,Labourer,4,Yes,No,Yes,5,Yes,220,162,73.6,73,44,Yes,No,No
MR00928,6,11,Male,15000,OBC,Graduate,Clerk,7,No,No,No,2,Yes,220,163,74.1,74,54,Yes,Yes,Yes
MR00929,8,13,Male,15000,ST,Primary,Farmer,6,Yes,No,No,4,No,220,166,75.5,75,73,Yes,Yes,Yes
MR00930,9,14,Female,8000,General,Secondary,Driver,6,No,Yes,No,4,Yes,220,140,63.6,63,62,Yes,No,Yes
MR00931,7,12,Female,7000,SC,Graduate,Shopkeeper,6,Yes,No,Yes,5,No,220,200,90.9,90,68,Yes,Yes,No
MR00932,8,13,Male,12000,General,None,Farmer,8,No,Yes,Yes,6,No,220,174,79.1,79,72,Yes,Yes,No
MR00933,7,12,Female,15000,General,Primary,Labourer,5,No,Yes,No,3,Yes,220,200,90.9,90,62,Yes,No,Yes
MR00934,6,11,Male,15000,SC,Primary,Clerk,8,No,Yes,No,2,Yes,220,147,66.8,66,60,Yes,Yes,No
MR00935,8,13,Female,5000,SC,Secondary,Labourer,5,Yes,Yes,No,4,No,220,208,94.5,94,62,Yes,Yes,No
MR00936,8,13,Female,8000,ST,Primary,Labourer,4,Yes,Yes,No,1,Yes,220,134,60.9,60,58,Yes,Yes,No
MR00937,8,13,Female,8000,General,Primary,Labourer,7,No,No,Yes,1,Yes,220,200,90.9,90,50,Yes,No,Yes
MR00938,6,11,Female,5000,ST,Secondary,Clerk,8,No,Yes,No,1,Yes,220,152,69.1,69,44,Yes,No,Yes
MR00939,10,15,Male,6000,General,None,Driver,4,Yes,No,Yes,1,Yes,220,167,75.9,75,52,Yes,No,No
MR00940,6,11,Male,6000,General,Graduate,Driver,4,Yes,No,Yes,7,No,220,198,90,90,50,Yes,No,Yes
MR00941,6,11,Female,6000,General,Secondary,Driver,4,Yes,Yes,No,3,Yes,220,187,85,85,63,Yes,No,Yes
MR00942,6,11,Male,8000,OBC,None,Driver,8,No,Yes,Yes,5,No,220,172,78.2,78,47,Yes,No,No
MR00943,7,12,Male,18000,General,Graduate,Driver,8,Yes,Yes,No,3,Yes,220,164,74.5,74,49,Yes,No,Yes
MR00944,9,14,Male,15000,ST,None,Clerk,7,No,No,No,7,Yes,220,145,65.9,65,42,Yes,No,No
MR00945,7,12,Female,12000,SC,Graduate,Driver,6,Yes,No,Yes,5,Yes,220,120,54.5,54,69,Yes,No,No
MR00946,7,12,Female,6000,SC,Secondary,Clerk,7,No,No,Yes,1,Yes,220,155,70.5,70,49,Yes,No,No
MR00947,6,11,Female,5000,SC,Primary,Clerk,6,Yes,Yes,No,6,No,220,155,70.5,70,44,Yes,No,Yes
MR00948,9,14,Male,8000,OBC,Graduate,Farmer,7,No,Yes,No,2,Yes,220,203,92.3,92,55,Yes,Yes,Yes
MR00949,10,15,Male,18000,OBC,Secondary,Driver,7,Yes,Yes,No,7,No,220,195,88.6,88,42,Yes,No,No
MR00950,7,12,Female,7000,SC,Graduate,Driver,8,No,No,Yes,2,Yes,220,127,57.7,57,56,Yes,No,Yes
MR00951,8,13,Male,15000,SC,Secondary,Farmer,6,Yes,No,Yes,4,Yes,220,176,80,80,74,Yes,Yes,No
MR00952,10,15,Male,5000,ST,Graduate,Farmer,7,Yes,No,No,1,Yes,220,196,89.1,89,59,Yes,No,Yes
MR00953,7,12,Male,6000,General,None,Driver,5,Yes,No,Yes,2,Yes,220,158,71.8,71,58,Yes,No,No
MR00954,8,13,Female,18000,General,Secondary,Clerk,4,No,No,No,1,Yes,220,125,56.8,56,62,Yes,Yes,Yes
MR00955,7,12,Male,18000,SC,Primary,Clerk,4,Yes,No,No,4,Yes,220,121,55,55,41,Yes,Yes,No
MR00956,8,13,Female,18000,ST,Primary,Farmer,4,No,Yes,Yes,3,Yes,220,192,87.3,87,67,Yes,Yes,Yes
MR00957,10,15,Female,7000,OBC,Primary,Driver,6,No,No,Yes,5,No,220,158,71.8,71,69,Yes,No,Yes
MR00958,10,15,Male,6000,OBC,Secondary,Shopkeeper,4,Yes,Yes,Yes,1,Yes,220,134,60.9,60,51,Yes,No,Yes
MR00959,10,15,Female,18000,SC,Primary,Clerk,8,Yes,No,No,6,Yes,220,209,95,95,67,Yes,Yes,No
MR00960,10,15,Male,6000,General,Graduate,Labourer,6,No,No,Yes,3,Yes,220,138,62.7,62,57,Yes,No,No
MR00961,8,13,Male,6000,SC,None,Driver,7,Yes,No,Yes,6,Yes,220,160,72.7,72,41,Yes,No,Yes
MR00962,9,14,Female,12000,SC,Graduate,Farmer,8,No,Yes,Yes,4,No,220,123,55.9,55,74,Yes,No,Yes
MR00963,10,15,Female,7000,General,Secondary,Driver,4,Yes,No,No,5,Yes,220,125,56.8,56,71,Yes,Yes,No
MR00964,10,15,Female,8000,OBC,Graduate,Clerk,8,No,No,No,4,No,220,170,77.3,77,49,Yes,No,No
MR00965,8,13,Female,5000,General,None,Labourer,4,No,No,Yes,1,Yes,220,176,80,80,54,Yes,No,Yes
MR00966,9,14,Male,12000,ST,Graduate,Driver,7,No,No,Yes,4,No,220,143,65,65,47,Yes,Yes,No
MR00967,9,14,Female,18000,SC,Secondary,Driver,4,Yes,Yes,No,2,Yes,220,154,70,70,43,Yes,No,Yes
MR00968,8,13,Female,7000,OBC,None,Labourer,6,No,Yes,No,2,Yes,220,185,84.1,84,40,Yes,No,Yes
MR00969,7,12,Male,7000,General,None,Clerk,4,No,No,No,2,Yes,220,160,72.7,72,62,Yes,Yes,Yes
MR00970,6,11,Male,6000,ST,None,Driver,4,No,Yes,Yes,7,Yes,220,163,74.1,74,50,Yes,Yes,No
MR00971,8,13,Male,6000,SC,Primary,Labourer,5,Yes,Yes,Yes,1,Yes,220,135,61.4,61,53,Yes,Yes,Yes
MR00972,9,14,Female,12000,General,Primary,Farmer,4,No,Yes,Yes,5,No,220,131,59.5,59,67,Yes,No,No
MR00973,6,11,Male,12000,OBC,Primary,Farmer,7,Yes,No,No,2,Yes,220,181,82.3,82,57,Yes,Yes,No
MR00974,9,14,Female,12000,General,Graduate,Clerk,6,No,No,Yes,1,Yes,220,124,56.4,56,57,Yes,Yes,No
MR00975,10,15,Male,18000,ST,Secondary,Clerk,7,No,No,Yes,7,No,220,173,78.6,78,68,Yes,Yes,Yes
MR00976,8,13,Female,8000,SC,Graduate,Farmer,5,No,No,Yes,4,Yes,220,145,65.9,65,66,Yes,No,Yes
MR00977,9,14,Male,8000,ST,Primary,Driver,8,No,No,Yes,3,Yes,220,133,60.5,60,63,Yes,No,Yes
MR00978,9,14,Male,5000,General,Graduate,Shopkeeper,6,Yes,No,No,2,Yes,220,191,86.8,86,63,Yes,No,Yes
MR00979,7,12,Female,18000,General,Primary,Driver,5,Yes,Yes,No,7,No,220,166,75.5,75,43,Yes,Yes,Yes
MR00980,10,15,Male,5000,OBC,Secondary,Labourer,4,Yes,Yes,No,1,Yes,220,129,58.6,58,40,Yes,Yes,No
MR00981,9,14,Female,6000,OBC,Primary,Farmer,5,No,No,Yes,5,Yes,220,191,86.8,86,54,Yes,Yes,No
MR00982,7,12,Female,7000,OBC,None,Driver,6,No,Yes,No,2,Yes,220,122,55.5,55,47,Yes,Yes,No
MR00983,7,12,Male,5000,SC,Graduate,Driver,5,Yes,Yes,No,1,Yes,220,208,94.5,94,59,Yes,Yes,No
MR00984,9,14,Male,6000,OBC,None,Clerk,4,No,No,No,6,No,220,183,83.2,83,64,Yes,Yes,Yes
MR00985,7,12,Male,7000,General,Secondary,Farmer,6,No,No,Yes,7,Yes,220,200,90.9,90,40,Yes,Yes,No
MR00986,10,15,Female,8000,General,Secondary,Clerk,7,No,No,No,5,Yes,220,159,72.3,72,50,Yes,Yes,No
MR00987,9,14,Female,7000,OBC,Primary,Farmer,7,No,Yes,No,6,Yes,220,209,95,95,73,Yes,Yes,Yes
MR00988,8,13,Female,15000,SC,None,Farmer,8,No,Yes,No,4,No,220,192,87.3,87,75,Yes,Yes,No
MR00989,7,12,Male,15000,General,Primary,Shopkeeper,8,Yes,No,Yes,5,Yes,220,120,54.5,54,40,Yes,No,No
MR00990,10,15,Male,8000,SC,Secondary,Driver,4,Yes,No,No,6,Yes,220,129,58.6,58,40,Yes,Yes,No
MR00991,8,13,Female,18000,ST,Secondary,Labourer,5,No,Yes,No,7,No,220,120,54.5,54,50,Yes,No,Yes
MR00992,9,14,Male,7000,ST,Primary,Labourer,8,Yes,Yes,Yes,2,Yes,220,126,57.3,57,55,Yes,No,No
MR00993,10,15,Male,5000,General,Graduate,Clerk,5,No,Yes,No,7,No,220,157,71.4,71,41,Yes,No,No
MR00994,10,15,Female,18000,ST,None,Clerk,6,Yes,Yes,No,7,No,220,176,80,80,55,Yes,No,Yes
MR00995,7,12,Female,7000,SC,Graduate,Driver,8,No,No,No,7,No,220,184,83.6,83,71,Yes,Yes,Yes
MR00996,8,13,Male,5000,ST,Graduate,Shopkeeper,7,No,Yes,No,6,Yes,220,176,80,80,75,Yes,No,No
MR00997,6,11,Female,6000,OBC,Secondary,Farmer,6,No,Yes,Yes,6,No,220,205,93.2,93,61,Yes,No,No
MR00998,8,13,Male,12000,General,Primary,Driver,5,Yes,No,Yes,2,Yes,220,170,77.3,77,63,Yes,Yes,No
MR00999,7,12,Male,7000,SC,Graduate,Driver,6,Yes,No,No,1,Yes,220,175,79.5,79,68,Yes,No,Yes
MR01000,8,13,Male,6000,ST,Graduate,Farmer,5,No,Yes,Yes,2,Yes,220,208,94.5,94,43,Yes,Yes,No
MR01001,6,11,Female,6000,SC,None,Clerk,8,Yes,Yes,No,7,Yes,220,152,69.1,69,55,Yes,No,Yes
MR01002,8,13,Male,15000,SC,Secondary,Farmer,7,No,No,No,2,Yes,220,178,80.9,80,57,Yes,Yes,Yes
MR01003,6,11,Female,12000,SC,Primary,Driver,5,No,Yes,Yes,6,Yes,220,184,83.6,83,47,Yes,No,No
MR01004,9,14,Male,15000,OBC,Graduate,Shopkeeper,8,No,Yes,No,1,Yes,220,133,60.5,60,66,Yes,Yes,No
MR01005,9,14,Male,7000,General,Secondary,Clerk,7,No,No,Yes,4,Yes,220,138,62.7,62,52,Yes,No,Yes
MR01006,9,14,Male,15000,ST,Secondary,Farmer,8,Yes,Yes,Yes,4,Yes,220,204,92.7,92,64,Yes,No,No
MR01007,9,14,Female,6000,General,None,Farmer,5,No,Yes,Yes,6,No,220,147,66.8,66,72,Yes,Yes,No
MR01008,6,11,Male,6000,OBC,None,Labourer,6,No,No,Yes,7,Yes,220,196,89.1,89,74,Yes,Yes,No
MR01009,6,11,Female,18000,General,Primary,Farmer,4,No,Yes,No,3,Yes,220,141,64.1,64,67,Yes,Yes,No
MR01010,10,15,Female,8000,SC,Graduate,Labourer,4,No,Yes,Yes,3,Yes,220,135,61.4,61,72,Yes,No,Yes
MR01011,8,13,Female,12000,SC,None,Shopkeeper,5,No,Yes,Yes,6,No,220,183,83.2,83,43,Yes,No,No
MR01012,7,12,Female,5000,OBC,Secondary,Clerk,7,No,Yes,No,1,Yes,220,141,64.1,64,62,Yes,No,Yes
MR01013,9,14,Female,18000,SC,Secondary,Driver,8,No,Yes,Yes,2,Yes,220,196,89.1,89,65,Yes,No,Yes
MR01014,7,12,Male,12000,General,None,Farmer,6,Yes,Yes,No,5,Yes,220,182,82.7,82,51,Yes,Yes,No
MR01015,9,14,Male,8000,General,Primary,Farmer,8,No,Yes,No,5,Yes,220,145,65.9,65,75,Yes,No,Yes
MR01016,8,13,Female,12000,General,None,Shopkeeper,8,No,Yes,Yes,6,Yes,220,208,94.5,94,59,Yes,No,No
MR01017,9,14,Male,18000,ST,None,Labourer,5,No,Yes,Yes,6,Yes,220,192,87.3,87,43,Yes,Yes,No
MR01018,8,13,Male,12000,SC,None,Clerk,4,Yes,No,Yes,3,Yes,220,166,75.5,75,66,Yes,Yes,No
MR01019,7,12,Male,5000,ST,None,Driver,5,No,No,Yes,5,Yes,220,128,58.2,58,72,Yes,Yes,No
MR01020,8,13,Male,6000,SC,Secondary,Shopkeeper,7,No,Yes,Yes,1,Yes,220,195,88.6,88,49,Yes,No,No
MR01021,10,15,Male,7000,ST,None,Labourer,4,No,Yes,Yes,3,Yes,220,172,78.2,78,50,Yes,Yes,No
